geonameid;name;asciiname;latitude;longitude;feature code
3044678;Szentendre Vasútállomás;Szentendre Vasutallomas;47,6667;19,0833;RSTN
3044693;Szenta Vasútállomás;Szenta Vasutallomas;46,2667;17,1833;RSTN
3044755;Szekszárd Vasútállomás;Szekszard Vasutallomas;46,3333;18,7167;RSTN
3044771;Székesfehérvár Vasútállomás;Szekesfehervar Vasutallomas;47,1831;18,4244;RSTN
3044797;Szedres Vasútállomás;Szedres Vasutallomas;46,4787;18,7170;RSTN
3044806;Szécsény Vasútállomás;Szecseny Vasutallomas;48,1000;19,5167;RSTN
3044813;Széchenyi-hegy Vasútállomás;Szechenyi-hegy Vasutallomas;47,4937;18,9766;RSTN
3044820;Százhalombatta Vasútállomás;Szazhalombatta Vasutallomas;47,3167;18,9000;RSTN
3044864;Szárliget Vasútállomás;Szarliget Vasutallomas;47,5199;18,4957;RSTN
3044882;Szárföld Vasútállomás;Szarfold Vasutallomas;47,5892;17,1224;RSTN
3044908;Szany-Rábaszentandrás Vasútállomás;Szany-Rabaszentandras Vasutallomas;47,4607;17,3152;RSTN
3044915;Szank Vasútállomás;Szank Vasutallomas;46,5500;19,6667;RSTN
3044940;Szalkszentmárton Vasútállomás;Szalkszentmarton Vasutallomas;46,9715;19,0253;RSTN
3044967;Szák-Szend Vasútállomás;Szak-Szend Vasutallomas;47,5164;18,1869;RSTN
3044978;Szakály-Hőgyész Vasútállomás;Szakaly-Hogyesz Vasutallomas;46,5247;18,3892;RSTN
3045015;Szabadszállás Vasútállomás;Szabadszallas Vasutallomas;46,8833;19,2167;RSTN
3045036;Szabadegyháza Vasútállomás;Szabadegyhaza Vasutallomas;47,0833;18,7167;RSTN
3045038;Szabadbattyán Vasútállomás;Szabadbattyan Vasutallomas;47,1050;18,3905;RSTN
3045043;Süttő Vasútállomás;Sutto Vasutallomas;47,7611;18,4553;RSTN
3045061;Sumony Vasútállomás;Sumony Vasutallomas;45,9667;17,9000;RSTN
3045065;Sümeg Vasútállomás;Sumeg Vasutallomas;46,9833;17,2667;RSTN
3045067;Sümegi Bazaltbánya Vasútállomás;Sumegi Bazaltbanya Vasutallomas;46,9525;17,2926;RSTN
3045073;Sülysáp Vasútállomás;Sulysap Vasutallomas;47,4500;19,5333;RSTN
3045151;Soroksár Vasútállomás;Soroksar Vasutallomas;47,4020;19,1231;RSTN
3045152;Soroksári Út Vasútállomás;Soroksari Ut Vasutallomas;47,4585;19,0827;RSTN
3045179;Sopron-GYSEV Pályaudvar;Sopron-GYSEV Palyaudvar;47,6782;16,5860;RSTN
3045200;Somoskőújfalu Vasútállomás;Somoskoujfalu Vasutallomas;48,1670;19,8210;RSTN
3045211;Somogyvár Vasútállomás;Somogyvar Vasutallomas;46,5827;17,6313;RSTN
3045214;Somogyudvarhely Vasútállomás;Somogyudvarhely Vasutallomas;46,1667;17,1833;RSTN
3045217;Somogytarnóca Vasútállomás;Somogytarnoca Vasutallomas;46,0167;17,4333;RSTN
3045218;Somogyszob Vasútállomás;Somogyszob Vasutallomas;46,3000;17,3000;RSTN
3045228;Somogyjád Vasútállomás;Somogyjad Vasutallomas;46,5000;17,7000;RSTN
3045293;Solymár Vasútállomás;Solymar Vasutallomas;47,5960;18,9495;RSTN
3045296;Solt Vasútállomás;Solt Vasutallomas;46,8000;19,0000;RSTN
3045297;Soltvadkert Vasútállomás;Soltvadkert Vasutallomas;46,5833;19,3833;RSTN
3045329;Siójut Vasútállomás;Siojut Vasutallomas;46,8833;18,1333;RSTN
3045331;Siófok Vasútállomás;Siofok Vasutallomas;46,9000;18,0500;RSTN
3045340;Simontornya Vasútállomás;Simontornya Vasutallomas;46,7500;18,5333;RSTN
3045360;Siklós Vasútállomás;Siklos Vasutallomas;45,8667;18,3000;RSTN
3045382;Seregélyes Vasútállomás;Seregelyes Vasutallomas;47,1167;18,5833;RSTN
3045395;Selyp Vasútállomás;Selyp Vasutallomas;47,7667;19,6833;RSTN
3045435;Sávoly Vasútállomás;Savoly Vasutallomas;46,6090;17,2353;RSTN
3045478;Sásd Vasútállomás;Sasd Vasutallomas;46,2667;18,1000;RSTN
3045486;Sárvár Vasútállomás;Sarvar Vasutallomas;47,2590;16,9293;RSTN
3045491;Sárszentmiklós Vasútállomás;Sarszentmiklos Vasutallomas;46,8500;18,6000;RSTN
3045492;Sárszentmihály Vasútállomás;Sarszentmihaly Vasutallomas;47,1700;18,3148;RSTN
3045501;Sárpilis-Várdomb Vasútállomás;Sarpilis-Vardomb Vasutallomas;46,2440;18,7200;RSTN
3045509;Sárosd Vasútállomás;Sarosd Vasutallomas;47,0500;18,6500;RSTN
3045563;Sárbogárd Vasútállomás;Sarbogard Vasutallomas;46,8959;18,6119;RSTN
3045630;Sámod Vasútállomás;Samod Vasutallomas;45,8444;18,0400;RSTN
3045640;Salgótarján Vasútállomás;Salgotarjan Vasutallomas;48,1000;19,8000;RSTN
3045641;Salgótarján Külső Pályaudvar;Salgotarjan Kulso Palyaudvar;48,0833;19,7833;RSTN
3045658;Szépjuhászné Vasútállomás;Szepjuhaszne Vasutallomas;47,5290;18,9549;RSTN
3045696;Rudics Vasútállomás;Rudics Vasutallomas;46,1333;19,3500;RSTN
3045756;Romhány Vasútállomás;Romhany Vasutallomas;47,9167;19,2667;RSTN
3045835;Révfülöp Vasútállomás;Revfulop Vasutallomas;46,8333;17,6333;RSTN
3045841;Rétszilas Vasútállomás;Retszilas Vasutallomas;46,8105;18,6011;RSTN
3045845;Rétság Vasútállomás;Retsag Vasutallomas;47,9333;19,1333;RSTN
3045882;Répcelak Vasútállomás;Repcelak Vasutallomas;47,4191;17,0091;RSTN
3045924;Rédics Vasútállomás;Redics Vasutallomas;46,6183;16,4717;RSTN
3045938;Rátót Vasútállomás;Ratot Vasutallomas;46,9667;16,4333;RSTN
3045958;Rákos Vasútállomás;Rakos Vasutallomas;47,4888;19,1751;RSTN
3045961;Rákosrendező Pályaudvar;Rakosrendezo Palyaudvar;47,5259;19,0902;RSTN
3045963;Rákospalota-Újpest Vasútállomás;Rakospalota-Ujpest Vasutallomas;47,5658;19,1120;RSTN
3045973;Rákoshegy Vasútállomás;Rakoshegy Vasutallomas;47,4686;19,2455;RSTN
3045977;Rákoscsaba Vasútállomás;Rakoscsaba Vasutallomas;47,4926;19,2858;RSTN
3045990;Rajka Vasútállomás;Rajka Vasutallomas;48,0000;17,2000;RSTN
3046024;Ráckeve Vasútállomás;Rackeve Vasutallomas;47,1833;18,8500;RSTN
3046035;Rácalmás Vasútállomás;Racalmas Vasutallomas;47,0333;18,9167;RSTN
3046046;Rábatamási Vasútállomás;Rabatamasi Vasutallomas;47,5929;17,1616;RSTN
3046053;Rábapordány Vasútállomás;Rabapordany Vasutallomas;47,5572;17,3152;RSTN
3046086;Pusztaszabolcs Vasútállomás;Pusztaszabolcs Vasutallomas;47,1333;18,7667;RSTN
3046090;Pusztamonostor Vasútállomás;Pusztamonostor Vasutallomas;47,5667;19,8000;RSTN
3046128;Püspökmolnári Vasútállomás;Puspokmolnari Vasutallomas;47,0852;16,7685;RSTN
3046196;Porva-Csesznek Vasútállomás;Porva-Csesznek Vasutallomas;47,3309;17,8404;RSTN
3046206;Porpác Vasútállomás;Porpac Vasutallomas;47,2389;16,8328;RSTN
3046224;Pörböly Vasútállomás;Porboly Vasutallomas;46,1991;18,8255;RSTN
3046229;Pomáz Vasútállomás;Pomaz Vasutallomas;47,6500;19,0333;RSTN
3046242;Polgárdi Vasútállomás;Polgardi Vasutallomas;47,0667;18,2833;RSTN
3046246;Polgárdi-Ipartelepek Vasútállomás;Polgardi-Ipartelepek Vasutallomas;47,0833;18,3167;RSTN
3046258;Pókaszepetk Vasútállomás;Pokaszepetk Vasutallomas;46,9167;16,9667;RSTN
3046298;Pirtó Vasútállomás;Pirto Vasutallomas;46,5004;19,4486;RSTN
3046322;Pinnye Vasútállomás;Pinnye Vasutallomas;47,6002;16,7694;RSTN
3046335;Pincehely Vasútállomás;Pincehely Vasutallomas;46,6833;18,4500;RSTN
3046339;Pilisvörösvár Vasútállomás;Pilisvorosvar Vasutallomas;47,6138;18,9040;RSTN
3046341;Pilis Vasútállomás;Pilis Vasutallomas;47,2667;19,5500;RSTN
3046350;Piliscsaba Vasútállomás;Piliscsaba Vasutallomas;47,6333;19,8333;RSTN
3046351;Piliscsaba-Jászfalu Vasútállomás;Piliscsaba-Jaszfalu Vasutallomas;47,6556;18,7978;RSTN
3046378;Petőháza Vasútállomás;Petohaza Vasutallomas;47,5957;16,8895;RSTN
3046383;Petőfiszállás Vasútállomás;Petofiszallas Vasutallomas;46,6167;19,8667;RSTN
3046395;Pétfürdő Vasútállomás;Petfurdo Vasutallomas;47,1673;18,1220;RSTN
3046432;Pestszentlőrinc Vasútállomás;Pestszentlorinc Vasutallomas;47,4551;19,1826;RSTN
3046436;Pestimre Vasútállomás;Pestimre Vasutallomas;47,4031;19,1879;RSTN
3046444;Pesterzsébet Felső Vasútállomás;Pesterzsebet Felso Vasutallomas;47,4371;19,0943;RSTN
3046502;Pécs Vasútállomás;Pecs Vasutallomas;46,0667;18,2333;RSTN
3046503;Pécs-Vasas Vasútállomás;Pecs-Vasas Vasutallomas;46,1167;18,3167;RSTN
3046504;Pécsvárad Vasútállomás;Pecsvarad Vasutallomas;46,1572;18,4319;RSTN
3046507;Pécsudvard Vasútállomás;Pecsudvard Vasutallomas;46,0167;18,2833;RSTN
3046511;Pécs Külváros Vasútállomás;Pecs Kulvaros Vasutallomas;46,0667;18,2500;RSTN
3046519;Pécs Felső Vasútállomás;Pecs Felso Vasutallomas;46,1167;18,3000;RSTN
3046523;Pécsbánya Rendező Pályaudvar;Pecsbanya Rendezo Palyaudvar;46,0557;18,2705;RSTN
3046530;Pécel Vasútállomás;Pecel Vasutallomas;47,4937;19,3371;RSTN
3046576;Pásztó Vasútállomás;Paszto Vasutallomas;47,9167;19,6833;RSTN
3046657;Papkeszi Vasútállomás;Papkeszi Vasutallomas;47,0982;18,0904;RSTN
3046677;Pápa Vasútállomás;Papa Vasutallomas;47,3333;17,4500;RSTN
3046679;Pápateszér Vasútállomás;Papateszer Vasutallomas;47,3667;17,6833;RSTN
3046692;Pannonhalma Vasútállomás;Pannonhalma Vasutallomas;47,5500;17,7500;RSTN
3046714;Palotabozsok Vasútállomás;Palotabozsok Vasutallomas;46,1333;18,6500;RSTN
3046767;Paks Vasútállomás;Paks Vasutallomas;46,6000;18,8500;RSTN
3046782;Páhi Vasútállomás;Pahi Vasutallomas;46,7167;19,4000;RSTN
3046791;Pácsony Vasútállomás;Pacsony Vasutallomas;47,0167;16,8333;RSTN
3046813;Ötvös Vasútállomás;Otvos Vasutallomas;47,0153;17,1359;RSTN
3046815;Ötvöskónyi Vasúti Megállóhely;Otvoskonyi Vasuti Megallohely;46,2833;17,3667;RSTN
3046824;Öttevény Vasútállomás;Otteveny Vasutallomas;47,7333;17,4833;RSTN
3046836;Osztopán Vasútállomás;Osztopan Vasutallomas;46,5167;17,6500;RSTN
3046843;Oszkó Vasútállomás;Oszko Vasutallomas;47,0568;16,8523;RSTN
3046851;Ostffyasszonyfa Vasútállomás;Ostffyasszonyfa Vasutallomas;47,2839;17,0243;RSTN
3046865;Őrtilos Vasútállomás;Ortilos Vasutallomas;46,2984;16,8876;RSTN
3046870;Őrszentmiklós - Vácbottyán Vasútállomás;Orszentmiklos - Vacbottyan Vasutallomas;47,6833;19,2833;RSTN
3046887;Oroszlány Vasútállomás;Oroszlany Vasutallomas;47,4667;18,3167;RSTN
3046910;Örkény Vasútállomás;Orkeny Vasutallomas;47,1338;19,4460;RSTN
3046936;Orgovány Vasútállomás;Orgovany Vasutallomas;46,7500;19,4833;RSTN
3046982;Öreglak Vasútállomás;Oreglak Vasutallomas;46,6167;17,6333;RSTN
3047098;Öregcsertő Vasútállomás;Oregcserto Vasutallomas;46,5167;19,1167;RSTN
3047126;Őrbottyán Vasútállomás;Orbottyan Vasutallomas;47,7000;19,2833;RSTN
3047160;Ölbő-Alsószeleste Vasútállomás;Olbo-Alsoszeleste Vasutallomas;47,3003;16,8435;RSTN
3047200;Őcsény Vasútállomás;Ocseny Vasutallomas;46,3181;18,7432;RSTN
3047202;Ócsa Vasútállomás;Ocsa Vasutallomas;47,3000;19,2333;RSTN
3047208;Óbuda Vasútállomás;Obuda Vasutallomas;47,5695;19,0308;RSTN
3047220;Óalmás Vasútállomás;Oalmas Vasutallomas;46,1167;19,3000;RSTN
3047224;Nyúl Vasútállomás;Nyul Vasutallomas;47,5833;17,6833;RSTN
3047280;Nyergesújfalu Vasútállomás;Nyergesujfalu Vasutallomas;47,7667;18,5667;RSTN
3047300;Nyársapát Vasútállomás;Nyarsapat Vasutallomas;47,1010;19,7919;RSTN
3047306;Nyárlőrinc Vasútállomás;Nyarlorinc Vasutallomas;46,8667;19,8500;RSTN
3047312;Nyárjas Vasútállomás;Nyarjas Vasutallomas;46,8667;19,9333;RSTN
3047342;Nógrád Vasútállomás;Nograd Vasutallomas;47,9000;19,0500;RSTN
3047343;Nógrádszakál Vasútállomás;Nogradszakal Vasutallomas;48,1833;19,5333;RSTN
3047350;Nógrádkövesd Vasútállomás;Nogradkovesd Vasutallomas;47,8833;19,3833;RSTN
3047362;Neszmély Vasútállomás;Neszmely Vasutallomas;47,7344;18,3472;RSTN
3047501;Nagytétény-Diósd Vasútállomás;Nagyteteny-Diosd Vasutallomas;47,3983;18,9723;RSTN
3047532;Nagyszentjános Vasútállomás;Nagyszentjanos Vasutallomas;47,7167;17,8833;RSTN
3047575;Nagyrécse Vasútállomás;Nagyrecse Vasutallomas;46,4667;17,0500;RSTN
3047605;Nagyoroszi Vasútállomás;Nagyoroszi Vasutallomas;47,9921;19,1024;RSTN
3047618;Nagymaros Vasútállomás;Nagymaros Vasutallomas;47,7833;18,9500;RSTN
3047621;Nagymányok Vasútállomás;Nagymanyok Vasutallomas;46,2833;18,4667;RSTN
3047629;Nagylók Vasútállomás;Nagylok Vasutallomas;46,9833;18,6500;RSTN
3047650;Nagykőrös Vasútállomás;Nagykoros Vasutallomas;47,0333;19,7500;RSTN
3047654;Nagykónyi Vasútállomás;Nagykonyi Vasutallomas;46,6000;18,2333;RSTN
3047668;Nagykáta Vasútállomás;Nagykata Vasutallomas;47,4000;19,7500;RSTN
3047671;Nagykarácsony Vasútállomás;Nagykaracsony Vasutallomas;46,8667;18,7833;RSTN
3047675;Nagykapornak Vasútállomás;Nagykapornak Vasutallomas;46,8167;16,9333;RSTN
3047677;Nagykanizsa Vasútállomás;Nagykanizsa Vasutallomas;46,4500;16,9833;RSTN
3047688;Nagyigmánd-Bábolna Vasútállomás;Nagyigmand-Babolna Vasutallomas;47,6667;18,0500;RSTN
3047691;Nagyicce Vasútállomás;Nagyicce Vasutallomas;47,5074;19,1688;RSTN
3047723;Nagyharsány Vasútállomás;Nagyharsany Vasutallomas;45,8475;18,3792;RSTN
3047736;Nagygyimót Vasútállomás;Nagygyimot Vasutallomas;47,3500;17,5667;RSTN
3047764;Nagydorog Vasútállomás;Nagydorog Vasutallomas;46,6167;18,6500;RSTN
3047780;Nagycenk Vasútállomás;Nagycenk Vasutallomas;47,6011;16,6904;RSTN
3047799;Nagybátony Vasútállomás;Nagybatony Vasutallomas;47,9837;19,8211;RSTN
3047817;Nagyatád Vasútállomás;Nagyatad Vasutallomas;46,2167;17,3667;RSTN
3047870;Murakeresztúr Vasútállomás;Murakeresztur Vasutallomas;46,3667;16,8667;RSTN
3047891;Mosonszolnok Vasútállomás;Mosonszolnok Vasutallomas;47,8522;17,1605;RSTN
3047895;Mosonmagyaróvár Vasútállomás;Mosonmagyarovar Vasutallomas;47,8667;17,2833;RSTN
3047901;Mór Vasútállomás;Mor Vasutallomas;47,3500;18,2000;RSTN
3047923;Mórágy Vasútállomás;Moragy Vasutallomas;46,2382;18,6268;RSTN
3047939;Monor Vasútállomás;Monor Vasutallomas;47,3333;19,4500;RSTN
3047959;Mohora Vasútállomás;Mohora Vasutallomas;47,9833;19,3500;RSTN
3047961;Moha Vasútállomás;Moha Vasutallomas;47,2469;18,3398;RSTN
3047963;Moha-Rakodó Vasútállomás;Moha-Rakodo Vasutallomas;47,2667;18,3000;RSTN
3047964;Mohács Vasútállomás;Mohacs Vasutallomas;46,0000;18,6833;RSTN
3047981;Mogyorósbánya Vasúti Megállóhely;Mogyorosbanya Vasuti Megallohely;47,7500;18,6000;RSTN
3047985;Mogyoród Vasútállomás;Mogyorod Vasutallomas;47,5957;19,2720;RSTN
3048099;Mezőlak Vasútállomás;Mezolak Vasutallomas;47,3232;17,3665;RSTN
3048103;Mezőhídvég Vasútállomás;Mezohidveg Vasutallomas;46,8333;18,2833;RSTN
3048106;Mezőfalva Vasútállomás;Mezofalva Vasutallomas;46,9041;18,8088;RSTN
3048118;Mézaszászvár Vasútállomás;Mezaszaszvar Vasutallomas;46,2833;18,4000;RSTN
3048124;Mesztegnyő Vasútállomás;Mesztegnyo Vasutallomas;46,5079;17,4330;RSTN
3048156;Mernye Vasútállomás;Mernye Vasutallomas;46,5167;17,8333;RSTN
3048175;Ménfőcsanak Vasútállomás;Menfocsanak Vasutallomas;47,6167;17,6167;RSTN
3048185;Mende Vasútállomás;Mende Vasutallomas;47,4333;19,4500;RSTN
3048190;Mélykút Vasútállomás;Melykut Vasutallomas;46,2500;19,3500;RSTN
3048251;Mecsekjánosi Vasútállomás;Mecsekjanosi Vasutallomas;46,2167;18,2500;RSTN
3048255;Mecsekalja-Cserkút Vasútállomás;Mecsekalja-Cserkut Vasutallomas;46,0667;18,1500;RSTN
3048260;Mázaszászvár Vasútállomás;Mazaszaszvar Vasutallomas;46,2833;18,4000;RSTN
3048279;Mátravidéki Erőmű Vasútállomás;Matravideki Eromu Vasutallomas;47,7167;19,6667;RSTN
3048289;Mátranovák-Homokterenye Vasútállomás;Matranovak-Homokterenye Vasutallomas;48,0350;19,9753;RSTN
3048292;Mátramindszent Vasútállomás;Matramindszent Vasutallomas;47,9970;19,9413;RSTN
3048316;Mátéházapuszta Vasútállomás;Matehazapuszta Vasutallomas;46,1501;19,0630;RSTN
3048325;Martonvásár Vasútállomás;Martonvasar Vasutallomas;47,3167;18,7833;RSTN
3048453;Marcali Vasútállomás;Marcali Vasutallomas;46,5838;17,4206;RSTN
3048575;Magyarszék Vasútállomás;Magyarszek Vasutallomas;46,2000;18,2000;RSTN
3048585;Magyarnándor Vasútállomás;Magyarnandor Vasutallomas;47,9667;19,3500;RSTN
3048610;Magyarbóly Vasútállomás;Magyarboly Vasutallomas;45,8336;18,4925;RSTN
3048626;Mágocs-Alsómocsolád Vasútállomás;Magocs-Alsomocsolad Vasutallomas;46,3066;18,2240;RSTN
3048628;Maglód Vasútállomás;Maglod Vasutallomas;47,4333;19,3333;RSTN
3048682;Lukácsháza Vasútállomás;Lukacshaza Vasutallomas;47,3410;16,5797;RSTN
3048683;Lukácsháza Alsó Vasúti Megállóhely;Lukacshaza Also Vasuti Megallohely;47,3270;16,5851;RSTN
3048705;Lövő Vasútállomás;Lovo Vasutallomas;47,5000;16,7833;RSTN
3048724;Lőrinci Vasútállomás;Lorinci Vasutallomas;47,7333;19,6667;RSTN
3048760;Litke Vasútállomás;Litke Vasutallomas;48,2167;19,6000;RSTN
3048827;Lesencetomaj Vasútállomás;Lesencetomaj Vasutallomas;46,8755;17,3808;RSTN
3048833;Lepsény Vasútállomás;Lepseny Vasutallomas;46,9833;18,2500;RSTN
3048842;Lenti Vasútállomás;Lenti Vasutallomas;46,6167;16,5333;RSTN
3048851;Lengyeltóti Vasútállomás;Lengyeltoti Vasutallomas;46,6500;17,6167;RSTN
3048887;Lébénymiklós Vasútállomás;Lebenymiklos Vasutallomas;47,7559;17,4219;RSTN
3048890;Leányvár Vasútállomás;Leanyvar Vasutallomas;47,6872;18,7735;RSTN
3049000;Lajosmizse Vasútállomás;Lajosmizse Vasutallomas;47,0284;19,5426;RSTN
3049035;Lábatlan Vasútállomás;Labatlan Vasutallomas;47,7500;18,5167;RSTN
3049094;Kurd Vasútállomás;Kurd Vasutallomas;46,4501;18,3192;RSTN
3049099;Kunszentmiklós-Tass Vasútállomás;Kunszentmiklos-Tass Vasutallomas;47,0170;19,1012;RSTN
3049110;Kunfehértó Vasútállomás;Kunfeherto Vasutallomas;46,3667;19,4167;RSTN
3049119;Külsővat Vasútállomás;Kulsovat Vasutallomas;47,2802;17,2217;RSTN
3049226;Középrigóc Vasútállomás;Kozeprigoc Vasutallomas;45,9710;17,5278;RSTN
3049359;Kőszeg Vasútállomás;Koszeg Vasutallomas;47,3817;16,5568;RSTN
3049418;Környe Vasútállomás;Kornye Vasutallomas;47,5333;18,3333;RSTN
3049427;Körmend Vasútállomás;Kormend Vasutallomas;47,0167;16,6000;RSTN
3049428;Körmend Külső Vasúti Megállóhely;Kormend Kulso Vasuti Megallohely;47,0167;16,5667;RSTN
3049488;Kóny Vasútállomás;Kony Vasutallomas;47,6325;17,3585;RSTN
3049507;Komló Vasútállomás;Komlo Vasutallomas;46,2000;18,2667;RSTN
3049508;Komló Teherpályaudvar;Komlo Teherpalyaudvar;46,2000;18,2500;RSTN
3049514;Komárom Vasútállomás;Komarom Vasutallomas;47,7500;18,1167;RSTN
3049547;Kölesd-Alsótengelic Vasútállomás;Kolesd-Alsotengelic Vasutallomas;46,5378;18,6723;RSTN
3049602;Kohárymajor Vasútállomás;Koharymajor Vasutallomas;46,8703;19,8509;RSTN
3049618;Kocsola Vasútállomás;Kocsola Vasutallomas;46,5333;18,2000;RSTN
3049643;Kőbánya-Kispest Vasútállomás;Kobanya-Kispest Vasutallomas;47,4643;19,1490;RSTN
3049665;Klábertelep Vasútállomás;Klabertelep Vasutallomas;47,0000;19,5500;RSTN
3049706;Kisterenye Vasútállomás;Kisterenye Vasutallomas;48,0099;19,8324;RSTN
3049710;Kistelek Vasútállomás;Kistelek Vasutallomas;46,4667;19,9667;RSTN
3049750;Kisszállás Vasútállomás;Kisszallas Vasutallomas;46,2790;19,5381;RSTN
3049794;Kispest Vasútállomás;Kispest Vasutallomas;47,4478;19,1575;RSTN
3049874;Kiskunmajzsa Vasútállomás;Kiskunmajzsa Vasutallomas;46,5000;19,7167;RSTN
3049877;Kiskunlacháza Vasútállomás;Kiskunlachaza Vasutallomas;47,1833;19,0500;RSTN
3049879;Kiskunhalas Vasútállomás;Kiskunhalas Vasutallomas;46,4333;19,5000;RSTN
3049884;Kiskunfélegyháza Vasútállomás;Kiskunfelegyhaza Vasutallomas;46,7000;19,8333;RSTN
3049893;Kiskorpád Vasútállomás;Kiskorpad Vasutallomas;46,3600;17,6007;RSTN
3049895;Kiskőrös Vasútállomás;Kiskoros Vasutallomas;46,6333;19,3000;RSTN
3050057;Kiscséripuszta Vasútállomás;Kiscseripuszta Vasutallomas;47,0468;18,3539;RSTN
3050085;Kisbér Vasútállomás;Kisber Vasutallomas;47,5000;18,0167;RSTN
3050100;Kisbárapáti Vasútállomás;Kisbarapati Vasutallomas;46,6167;17,8667;RSTN
3050164;Kimle Vasútállomás;Kimle Vasutallomas;47,8055;17,3407;RSTN
3050202;Kéthely Vasútállomás;Kethely Vasutallomas;46,6500;17,4167;RSTN
3050209;Keszthely Vasútállomás;Keszthely Vasutallomas;46,7667;17,2667;RSTN
3050213;Keszőhidegkút-Gyönk Vasútállomás;Keszohidegkut-Gyonk Vasutallomas;46,6000;18,4333;RSTN
3050243;Kerta Vasútállomás;Kerta Vasutallomas;47,1514;17,2385;RSTN
3050288;Kerepestarcsa Felső Vasútállomás;Kerepestarcsa Felso Vasutallomas;47,5667;19,2833;RSTN
3050289;Kerepestarcsa Alsó Vasútállomás;Kerepestarcsa Also Vasutallomas;47,5500;19,2667;RSTN
3050353;Kémes Vasútállomás;Kemes Vasutallomas;45,8292;18,0961;RSTN
3050403;Kelebia Vasútállomás;Kelebia Vasutallomas;46,2000;19,6000;RSTN
3050417;Kehida-Kustány Vasútállomás;Kehida-Kustany Vasutallomas;46,8333;17,1167;RSTN
3050427;Kecskemét Vasútállomás;Kecskemet Vasutallomas;46,9167;19,7000;RSTN
3050430;Kecskemét-Máriaváros Vasútállomás;Kecskemet-Mariavaros Vasutallomas;46,9000;19,6667;RSTN
3050432;Kecskemét Alsó Pályaudvar;Kecskemet Also Palyaudvar;46,9000;19,7000;RSTN
3050444;Kecskéd Vasúti Megállóhely;Kecsked Vasuti Megallohely;47,5333;18,3000;RSTN
3050450;Kecel Vasútállomás;Kecel Vasutallomas;46,5547;19,2427;RSTN
3050479;Katonatelep Vasútállomás;Katonatelep Vasutallomas;46,9667;19,7167;RSTN
3050518;Kaskantyú Vasútállomás;Kaskantyu Vasutallomas;46,6667;19,4000;RSTN
3050566;Kárász-Köblény Vasútállomás;Karasz-Kobleny Vasutallomas;46,2773;18,3123;RSTN
3050586;Karád Vasútállomás;Karad Vasutallomas;46,6800;17,8746;RSTN
3050593;Kapuvár Vasútállomás;Kapuvar Vasutallomas;47,5817;17,0440;RSTN
3050612;Kaposvár Vasútállomás;Kaposvar Vasutallomas;46,3667;17,8000;RSTN
3050626;Kaposmérő Vasútállomás;Kaposmero Vasutallomas;46,3667;17,7000;RSTN
3050634;Kaposfüred Vasútállomás;Kaposfured Vasutallomas;46,4161;17,7589;RSTN
3050635;Kaposfő Vasúti Megállóhely;Kaposfo Vasuti Megallohely;46,3667;17,6667;RSTN
3050640;Kapoly Vasútállomás;Kapoly Vasutallomas;46,7167;17,9833;RSTN
3050646;Kápolnásnyék Vasútállomás;Kapolnasnyek Vasutallomas;47,2500;18,7000;RSTN
3050716;Kalocsa Vasútállomás;Kalocsa Vasutallomas;46,5333;19,0000;RSTN
3050900;Jászszentlászló Vasútállomás;Jaszszentlaszlo Vasutallomas;46,5667;19,7667;RSTN
3050902;Jászfényszaru Vasútállomás;Jaszfenyszaru Vasutallomas;47,5932;19,7532;RSTN
3050906;Jászberény Vasútállomás;Jaszbereny Vasutallomas;47,4833;19,9000;RSTN
3050908;Jászárokszállás Vasútállomás;Jaszarokszallas Vasutallomas;47,6333;19,9833;RSTN
3050926;Jánossomorja Vasútállomás;Janossomorja Vasutallomas;47,7891;17,1375;RSTN
3050946;János-hegy Vasútállomás;Janos-hegy Vasutallomas;47,5333;18,9333;RSTN
3050958;Jánosháza Vasútállomás;Janoshaza Vasutallomas;47,1167;17,1667;RSTN
3050966;Jánoshalma Vasútállomás;Janoshalma Vasutallomas;46,3000;19,3333;RSTN
3050987;Jákó-Nagybajom Vasútállomás;Jako-Nagybajom Vasutallomas;46,3442;17,5554;RSTN
3050992;Ják-Balogunyom Vasútállomás;Jak-Balogunyom Vasutallomas;47,1667;16,6333;RSTN
3050995;Jakabszállás Vasútállomás;Jakabszallas Vasutallomas;46,7667;19,6000;RSTN
3051013;Izsák Vasútállomás;Izsak Vasutallomas;46,8114;19,3399;RSTN
3051034;Iváncsa Vasútállomás;Ivancsa Vasutallomas;47,1811;18,8160;RSTN
3051076;Isaszeg Vasútállomás;Isaszeg Vasutallomas;47,5378;19,3892;RSTN
3051103;Ipolyvece Vasútállomás;Ipolyvece Vasutallomas;48,0667;19,1167;RSTN
3051106;Ipolytarnóc Vasútállomás;Ipolytarnoc Vasutallomas;48,2333;19,6333;RSTN
3051131;Inárcs-Kakucs Vasútállomás;Inarcs-Kakucs Vasutallomas;47,2500;19,3167;RSTN
3051179;Ikrény Vasútállomás;Ikreny Vasutallomas;47,6577;17,5231;RSTN
3051185;Iklad-Domony Vasútállomás;Iklad-Domony Vasutallomas;47,6667;19,4500;RSTN
3051222;Hűvösvölgy Vasútállomás;Huvosvolgy Vasutallomas;47,5417;18,9635;RSTN
3051323;Hort-Csány Vasútállomás;Hort-Csany Vasutallomas;47,6667;19,8000;RSTN
